"country","year","cowcode","western","lbritcoli","lnewci","lethnici","lmoslemi","lproti","lreligioni","oil","lpolity2","llngdppc","lgrowth","lworld_polity","lage","polity2_norm","lpolity2_norm","dec90","dec2000","pr","federalism","lb_dum","cses_dum","ab_dum","lgvf","lgvp","lpvf","lpvp","war","v2peapssoc","v2x_polyarchy","reversed_v2peapssoc","bgi","lagged_v2x_polyarchy"
"Argentina",2002,160,0,0,0,3,0,2,8,0,8,9.55454921722412,-5.46517753601074,3.16352200508118,18,0.899999976158142,0.899999976158142,0,1,1,1,1,0,0,0.00273930002003908,0.00547849992290139,0.0444420985877514,0.0416655987501144,0,1.874,0.832,-1.427,0.244465087474841,NA
"Argentina",2003,160,0,0,0,3,0,2,8,0,8,9.42810916900635,-11.8772869110107,3.27500009536743,19,0.899999976158142,0.899999976158142,0,1,1,1,1,0,0,0.00509499991312623,0.0101899998262525,0.0253034997731447,0.024685200303793,0,1.874,0.813,-1.427,0.244465087474841,0.832
"Argentina",2004,160,0,0,0,3,0,2,8,0,8,9.50176620483398,7.64373064041138,3.30379748344421,20,0.899999976158142,0.899999976158142,0,1,1,1,1,0,0,0.00469588302075863,0.0093917828053236,0.0230680834501982,0.0222683176398277,0,1.874,0.808,-1.427,0.244465087474841,0.813
"Argentina",2005,160,0,0,0,3,0,2,8,0,8,9.57732963562012,7.84915018081665,3.43396234512329,21,0.899999976158142,0.899999976158142,0,1,1,1,1,0,0,0.00429676659405231,0.00859356671571732,0.0208326671272516,0.0198514331132174,0,2.224,0.806,-1.777,0.190277132683078,0.808
"Argentina",2006,160,0,0,0,3,0,2,8,0,8,9.65178871154785,7.73015642166138,3.67499995231628,22,0.899999976158142,0.899999976158142,0,1,1,1,1,0,0,0.00389764993451536,0.00779534969478846,0.0185972489416599,0.0174345504492521,0,2.224,0.796,-1.777,0.190277132683078,0.806
"Argentina",2007,160,0,0,0,3,0,2,8,0,8,9.71956729888916,7.01280164718628,3.75925922393799,23,0.899999976158142,0.899999976158142,0,1,1,1,1,0,0,0.0034985332749784,0.00699713313952088,0.0163618326187134,0.0150176668539643,0,2.224,0.795,-1.777,0.190277132683078,0.796
"Argentina",2008,160,0,0,0,3,0,2,8,0,8,9.7955493927002,7.89434003829956,3.72670817375183,24,0.899999976158142,0.899999976158142,0,1,1,1,1,0,0,0.00309941661544144,0.00619891658425331,0.0141264162957668,0.0126007832586765,0,2.224,0.79,-1.777,0.190277132683078,0.795
"Argentina",2009,160,0,0,0,3,0,2,8,0,8,9.82541847229004,3.03194856643677,3.83950614929199,25,0.899999976158142,0.899999976158142,0,1,1,1,1,0,0,0.00270029995590448,0.00540070002898574,0.0118909999728203,0.0101838996633887,0,2.224,0.777,-1.777,0.190277132683078,0.79
"Argentina",2010,160,0,0,0,3,0,2,8,0,8,9.75313282012939,-6.97348260879517,3.82716059684753,26,0.899999976158142,0.899999976158142,0,0,1,1,1,0,0,0.00270029995590448,0.00540070002898574,0.0118909999728203,0.0101838996633887,0,2.224,0.776,-1.777,0.190277132683078,0.777
"Argentina",2011,160,0,0,0,3,0,2,8,0,8,9.84130764007568,9.21790027618408,3.88343548774719,27,0.899999976158142,0.899999976158142,0,0,1,1,1,0,0,0.00270029995590448,0.00540070002898574,0.0118909999728203,0.0101838996633887,0,2.224,0.778,-1.777,0.190277132683078,0.776
"Argentina",2012,160,0,0,0,3,0,2,8,0,8,9.89052391052246,5.04476594924927,4.07975482940674,28,0.899999976158142,0.899999976158142,0,0,1,1,1,0,0,0.00270029995590448,0.00540070002898574,0.0118909999728203,0.0101838996633887,0,1.577,0.78,-1.13,0.290447437683852,0.778
"Argentina",2013,160,0,0,0,3,0,2,8,0,8,9.86944103240967,-2.08619666099548,4.06748485565186,29,0.899999976158142,0.899999976158142,0,0,1,1,1,0,0,0.00270029995590448,0.00540070002898574,0.0118909999728203,0.0101838996633887,0,1.577,0.788,-1.13,0.290447437683852,0.78
"Argentina",2014,160,0,0,0,3,0,2,8,0,8,9.88173389434814,1.23690140247345,4.23926401138306,30,0.899999976158142,0.899999976158142,0,0,1,1,1,0,0,0.00270029995590448,0.00540070002898574,0.0118909999728203,0.0101838996633887,0,1.577,0.792,-1.13,0.290447437683852,0.788
"Argentina",2015,160,0,0,0,3,0,2,8,0,8,9.84548568725586,-3.55992436408997,4.17073154449463,31,0.949999988079071,0.899999976158142,0,0,1,1,1,0,0,0.00270029995590448,0.00540070002898574,0.0118909999728203,0.0101838996633887,0,1.577,0.777,-1.13,0.290447437683852,0.792
"Australia",1996,900,1,0,0,4,0,46.9000015258789,74,0,10,10.3204736709595,2.63171410560608,2.46875,94,1,1,1,0,0,1,0,1,0,0.0242587998509407,0.04670450091362,0.0170422997325659,0.0186241008341312,0,2.981,0.888,-2.534,0.0730763276048924,NA
"Australia",1997,900,1,0,0,4,0,46.9000015258789,74,0,10,10.3460674285889,2.59236836433411,2.35625004768372,95,1,1,1,0,0,1,0,1,0,0.0187637005001307,0.0375274010002613,0.0186206009238958,0.0250352006405592,0,2.981,0.881,-2.534,0.0730763276048924,0.888
